"country_iso3_numeric","area.code","prod_method","species.alpha_3_code","year","unit_code","quantity","country_identifier","country_iso2_code","country_iso3_alpha","country_name_en","country_official_name_en","continent_group_en","ecoclass_group_en","georegion_group_en","area_name_en","ocean_group_en","habitat","faregion_group_en","production_identifier","production_name_en","sort","species_taxonomic_code","species_identifier","CommonName","SciName","author","species_major_group","yearbook_group_en","isscaap_group","cpc_class_en","cpc_group_en","unit_description_en","unit_identifier","unit_name_en","sws_unit","unit","symbol_description_en","symbol_name_en","Species01","Genus01","Family01","Other01","fao_habitat","taxa_source","Fresh01","Brack01","Saltwater01","fb_habitat"
380,34,"capture","TGS",2018,"Q_tlw",99,106,"IT","ITA","Italy","the Republic of Italy","Europe","Developed countries or areas","Southern Europe","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280100117",2587,"caramote prawn","melicertus kerathurus","(Forsskål 1775)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","melicertus.kerathurus_marine_capture",0,1,1,"marine"
380,37,"capture","TGS",2018,"Q_tlw",1577,106,"IT","ITA","Italy","the Republic of Italy","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280100117",2587,"caramote prawn","melicertus kerathurus","(Forsskål 1775)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","melicertus.kerathurus_marine_capture",0,1,1,"marine"
380,34,"capture","DPS",2018,"Q_tlw",4,106,"IT","ITA","Italy","the Republic of Italy","Europe","Developed countries or areas","Southern Europe","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280101701",2598,"deep-water rose shrimp","parapenaeus longirostris","(Lucas 1846)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","parapenaeus.longirostris_marine_capture",0,0,1,"marine"
380,37,"capture","DPS",2018,"Q_tlw",9827,106,"IT","ITA","Italy","the Republic of Italy","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280101701",2598,"deep-water rose shrimp","parapenaeus longirostris","(Lucas 1846)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","parapenaeus.longirostris_marine_capture",0,0,1,"marine"
380,34,"capture","ARS",2018,"Q_tlw",11,106,"IT","ITA","Italy","the Republic of Italy","Europe","Developed countries or areas","Southern Europe","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280203001",2602,"giant red shrimp","aristaeomorpha foliacea","(Risso 1827)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","aristaeomorpha.foliacea_marine_capture",0,0,1,"marine"
380,37,"capture","ARS",2018,"Q_tlw",2524,106,"IT","ITA","Italy","the Republic of Italy","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280203001",2602,"giant red shrimp","aristaeomorpha foliacea","(Risso 1827)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","aristaeomorpha.foliacea_marine_capture",0,0,1,"marine"
380,37,"capture","ARA",2018,"Q_tlw",1188,106,"IT","ITA","Italy","the Republic of Italy","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280203101",3422,"blue and red shrimp","aristeus antennatus","(Risso 1816)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","aristeus.antennatus_marine_capture",0,0,1,"marine"
380,37,"capture","LKW",2018,"Q_tlw",403,106,"IT","ITA","Italy","the Republic of Italy","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280403202",16522,"striped soldier shrimp","plesionika edwardsii","(Brandt 1851)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","plesionika.edwardsii_marine_capture",0,0,1,"marine"
380,37,"capture","CSH",2018,"Q_tlw",5,106,"IT","ITA","Italy","the Republic of Italy","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2282300303",3435,"common shrimp","crangon crangon","(Linnaeus 1758)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","crangon.crangon_marine_capture",0,1,1,"marine"
380,37,"capture","DCP",2018,"Q_tlw",286,106,"IT","ITA","Italy","the Republic of Italy","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
384,34,"capture","PEN",2018,"Q_tlw",234,107,"CI","CIV","Côte d'Ivoire","the Republic of Côte d'Ivoire","Africa","Other developing countries or areas","Western Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
392,61,"capture","KUP",2018,"Q_tlw",355,110,"JP","JPN","Japan","Japan","Asia","Developed countries or areas","Eastern Asia","Pacific, Northwest","Pacific Ocean","marine","Northern regions",4,"Capture production",40,"2280100109",2584,"kuruma prawn","marsupenaeus japonicus","Bate 1888","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","marsupenaeus.japonicus_marine_capture",0,0,1,"marine"
392,61,"capture","DCP",2018,"Q_tlw",13103,110,"JP","JPN","Japan","Japan","Asia","Developed countries or areas","Eastern Asia","Pacific, Northwest","Pacific Ocean","marine","Northern regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
404,51,"capture","DCP",2018,"Q_tlw",190,114,"KE","KEN","Kenya","the Republic of Kenya","Africa","Other developing countries or areas","Eastern Africa","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
410,61,"capture","KUP",2018,"Q_tlw",543,117,"KR","KOR","Korea, Republic of","the Republic of Korea","Asia","Other developing countries or areas","Eastern Asia","Pacific, Northwest","Pacific Ocean","marine","Northern regions",4,"Capture production",40,"2280100109",2584,"kuruma prawn","marsupenaeus japonicus","Bate 1888","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","marsupenaeus.japonicus_marine_capture",0,0,1,"marine"
410,61,"capture","FLP",2018,"Q_tlw",143,117,"KR","KOR","Korea, Republic of","the Republic of Korea","Asia","Other developing countries or areas","Eastern Asia","Pacific, Northwest","Pacific Ocean","marine","Northern regions",4,"Capture production",40,"2280100116",2586,"fleshy prawn","penaeus chinensis","(Osbeck 1765)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","penaeus.chinensis_marine_capture",0,1,1,"marine"
410,61,"capture","SHI",2018,"Q_tlw",1149,117,"KR","KOR","Korea, Republic of","the Republic of Korea","Asia","Other developing countries or areas","Eastern Asia","Pacific, Northwest","Pacific Ocean","marine","Northern regions",4,"Capture production",40,"2280101607",2595,"shiba shrimp","metapenaeus joyneri","(Miers 1880)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","metapenaeus.joyneri_marine_capture",0,1,1,"marine"
410,61,"capture","TRV",2018,"Q_tlw",2689,117,"KR","KOR","Korea, Republic of","the Republic of Korea","Asia","Other developing countries or areas","Eastern Asia","Pacific, Northwest","Pacific Ocean","marine","Northern regions",4,"Capture production",40,"2280104302",3419,"southern rough shrimp","trachysalambria curvirostris","(Stimpson 1860)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","trachysalambria.curvirostris_marine_capture",0,0,1,"marine"
410,61,"capture","AKS",2018,"Q_tlw",13478,117,"KR","KOR","Korea, Republic of","the Republic of Korea","Asia","Other developing countries or areas","Eastern Asia","Pacific, Northwest","Pacific Ocean","marine","Northern regions",4,"Capture production",40,"2280700903",3428,"akiami paste shrimp","acetes japonicus","Kishinouye 1905","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","acetes.japonicus_marine_capture",0,1,1,"marine"
410,61,"capture","DCP",2018,"Q_tlw",11784,117,"KR","KOR","Korea, Republic of","the Republic of Korea","Asia","Other developing countries or areas","Eastern Asia","Pacific, Northwest","Pacific Ocean","marine","Northern regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
414,51,"capture","DCP",2018,"Q_tlw",617,118,"KW","KWT","Kuwait","the State of Kuwait","Asia","Other developing countries or areas","Western Asia","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
422,37,"capture","DCP",2018,"Q_tlw",10,121,"LB","LBN","Lebanon","the Lebanese Republic","Asia","Other developing countries or areas","Western Asia","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
428,27,"capture","PRA",2018,"Q_tlw",9,119,"LV","LVA","Latvia","the Republic of Latvia","Europe","Developed countries or areas","Northern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2280400203",3425,"northern prawn","pandalus borealis","Krøyer 1838","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","pandalus.borealis_marine_capture",0,0,1,"marine"
434,37,"capture","TGS",2018,"Q_tlw",515,124,"LY","LBY","Libya","State of Libya","Africa","Other developing countries or areas","Northern Africa","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280100117",2587,"caramote prawn","melicertus kerathurus","(Forsskål 1775)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","melicertus.kerathurus_marine_capture",0,1,1,"marine"
440,27,"capture","PRA",2018,"Q_tlw",3939,126,"LT","LTU","Lithuania","the Republic of Lithuania","Europe","Developed countries or areas","Northern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2280400203",3425,"northern prawn","pandalus borealis","Krøyer 1838","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","pandalus.borealis_marine_capture",0,0,1,"marine"
446,61,"capture","DCP",2018,"Q_tlw",230,128,"MO","MAC","China, Macao SAR","China, Macao SAR","Asia","Other developing countries or areas","Eastern Asia","Pacific, Northwest","Pacific Ocean","marine","Northern regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
450,51,"capture","DCP",2018,"Q_tlw",18776,129,"MG","MDG","Madagascar","the Republic of Madagascar","Africa","Least Developed Countries","Eastern Africa","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
458,57,"capture","SHS",2018,"Q_tlw",35320,131,"MY","MYS","Malaysia","Malaysia","Asia","Other developing countries or areas","South-Eastern Asia","Indian Ocean, Eastern","Indian Ocean","marine","Central regions",4,"Capture production",40,"22807XXXXX",3427,"sergestid shrimps nei","sergestidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","sergestidae_marine_capture",NA,NA,NA,NA
458,71,"capture","SHS",2018,"Q_tlw",10456,131,"MY","MYS","Malaysia","Malaysia","Asia","Other developing countries or areas","South-Eastern Asia","Pacific, Western Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"22807XXXXX",3427,"sergestid shrimps nei","sergestidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","sergestidae_marine_capture",NA,NA,NA,NA
458,57,"capture","DCP",2018,"Q_tlw",40882,131,"MY","MYS","Malaysia","Malaysia","Asia","Other developing countries or areas","South-Eastern Asia","Indian Ocean, Eastern","Indian Ocean","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
458,71,"capture","DCP",2018,"Q_tlw",28861,131,"MY","MYS","Malaysia","Malaysia","Asia","Other developing countries or areas","South-Eastern Asia","Pacific, Western Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
470,37,"capture","DPS",2018,"Q_tlw",10,134,"MT","MLT","Malta","the Republic of Malta","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280101701",2598,"deep-water rose shrimp","parapenaeus longirostris","(Lucas 1846)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","parapenaeus.longirostris_marine_capture",0,0,1,"marine"
470,37,"capture","ARS",2018,"Q_tlw",31,134,"MT","MLT","Malta","the Republic of Malta","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280203001",2602,"giant red shrimp","aristaeomorpha foliacea","(Risso 1827)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","aristaeomorpha.foliacea_marine_capture",0,0,1,"marine"
470,37,"capture","LKT",2018,"Q_tlw",4,134,"MT","MLT","Malta","the Republic of Malta","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280403201",16521,"golden shrimp","plesionika martia","(A. Milne Edwards 1883)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","plesionika.martia_marine_capture",0,0,1,"marine"
478,34,"capture","DPS",2018,"Q_tlw",135.825,136,"MR","MRT","Mauritania","the Islamic Republic of Mauritania","Africa","Least Developed Countries","Western Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280101701",2598,"deep-water rose shrimp","parapenaeus longirostris","(Lucas 1846)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","parapenaeus.longirostris_marine_capture",0,0,1,"marine"
48,51,"capture","TIP",2018,"Q_tlw",2800,13,"BH","BHR","Bahrain","the Kingdom of Bahrain","Asia","Other developing countries or areas","Western Asia","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"2280100120",3408,"green tiger prawn","penaeus semisulcatus","De Haan 1844","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","penaeus.semisulcatus_marine_capture",0,1,1,"marine"
484,31,"capture","ABS",2018,"Q_tlw",16165,138,"MX","MEX","Mexico","the United Mexican States","Americas","Other developing countries or areas","Central America","Atlantic, Western Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280100101",3400,"northern brown shrimp","farfantepenaeus aztecus","Ives 1891","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","farfantepenaeus.aztecus_marine_capture",0,0,1,"marine"
484,77,"capture","YPS",2018,"Q_tlw",36835,138,"MX","MEX","Mexico","the United Mexican States","Americas","Other developing countries or areas","Central America","Pacific, Eastern Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"2280100104",3401,"yellowleg shrimp","farfantepenaeus californiensis","Holmes 1900","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","farfantepenaeus.californiensis_marine_capture",0,1,1,"marine"
484,31,"capture","APS",2018,"Q_tlw",2592,138,"MX","MEX","Mexico","the United Mexican States","Americas","Other developing countries or areas","Central America","Atlantic, Western Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280100105",3402,"northern pink shrimp","farfantepenaeus duorarum","Burkenroad 1939","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","farfantepenaeus.duorarum_marine_capture",0,0,1,"marine"
484,77,"capture","PNS",2018,"Q_tlw",34339,138,"MX","MEX","Mexico","the United Mexican States","Americas","Other developing countries or areas","Central America","Pacific, Eastern Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"2280100110",2585,"blue shrimp","litopenaeus stylirostris","Stimpson 1874","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","litopenaeus.stylirostris_marine_capture",0,1,1,"marine"
484,77,"capture","PNV",2018,"Q_tlw",13572,138,"MX","MEX","Mexico","the United Mexican States","Americas","Other developing countries or areas","Central America","Pacific, Eastern Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","litopenaeus.vannamei_marine_capture",0,1,1,"marine"
484,31,"capture","PST",2018,"Q_tlw",1142,138,"MX","MEX","Mexico","the United Mexican States","Americas","Other developing countries or areas","Central America","Atlantic, Western Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280100122",3409,"northern white shrimp","litopenaeus setiferus","(Linnaeus 1767)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","litopenaeus.setiferus_marine_capture",0,1,1,"marine"
484,31,"capture","PEN",2018,"Q_tlw",1514,138,"MX","MEX","Mexico","the United Mexican States","Americas","Other developing countries or areas","Central America","Atlantic, Western Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
